Date,NIFTY 50 Closing Price,NIFTY 50 Log Return,XAU/INR (Gold) Closing Price,XAU/INR (Gold) Log Return,USD/INR Closing Price,USD/INR Log Return,10-Year BOND YIELD Closing Price,10-Year BOND YIELD Log Return,INDIA VIX Closing Price
01/05/2024,"21,710.80",0.0091524,"1,67,396",-0.00312,83.13,-0.000168397,7.188,0.005,12.63
01/04/2024,"21,658.60",-0.0024072,"1,68,701",0.00777,83.15,0.000240558,7.184,-0.004,13.33
01/03/2024,"21,517.35",-0.006543,"1,67,961",-0.0044,83.1,-0.000601504,7.171,-0.013,14.0975
01/02/2024,"21,665.80",0.0068754,"1,68,609",0.00385,83.086,-0.000168486,7.171,0,14.58
01/01/2024,"21,741.90",0.0035063,"1,68,222",-0.0023,83.165,0.00095037,7.153,-0.018,14.68
12/29/2023,"21,731.40",-0.0004831,"1,66,850",-0.00819,83.182,0.000204392,7.163,0.01,14.5025
12/28/2023,"21,778.70",0.0021742,"1,68,486",0.00976,83.084,-0.001178834,7.194,0.031,15.14
12/27/2023,"21,654.75",-0.0057076,"1,70,167",0.00993,82.827,-0.003098049,7.259,0.065,15.5575
12/26/2023,"21,441.35",-0.0099035,"1,69,751",-0.00245,82.857,0.000362135,7.275,0.016,14.6775
12/22/2023,"21,349.40",-0.0042977,"1,68,566",-0.00701,83.063,0.002483126,7.281,0.006,13.7075
12/21/2023,"21,255.05",-0.0044291,"1,68,029",-0.00319,83.023,-0.000481678,7.266,-0.015,13.7575
12/20/2023,"21,150.15",-0.0049475,"1,68,694",0.00395,83.109,0.001035321,7.236,-0.03,14.45
12/19/2023,"21,453.10",0.0142222,"1,68,334",-0.00214,83.045,-0.00077037,7.248,0.012,13.8675
12/18/2023,"21,418.65",-0.0016071,"1,69,987",0.00977,83.103,0.000698173,7.262,0.014,13.9
12/15/2023,"21,456.65",0.0017726,"1,70,048",0.00036,83.243,0.001683239,7.271,0.009,13.1275
12/14/2023,"21,182.70",-0.0128498,"1,69,978",-0.00041,83.282,0.000468398,7.29,0.019,12.32
12/13/2023,"20,926.35",-0.0121757,"1,71,402",0.00834,83.27,-0.000144099,7.279,-0.011,12.065
12/12/2023,"20,906.40",-0.0009538,"1,71,685",0.00165,83.238,-0.000384366,7.252,-0.027,12.7125
12/11/2023,"20,997.10",0.004329,"1,71,587",-0.00057,83.19,-0.000576826,7.273,0.021,12.7575
12/08/2023,"20,969.40",-0.0013201,"1,71,760",0.00101,83.169,-0.000252466,7.272,-0.001,12.47
12/07/2023,"20,901.15",-0.0032601,"1,72,972",0.00703,83.263,0.001129591,7.253,-0.019,12.6725
12/06/2023,"20,937.70",0.0017472,"1,71,871",-0.00639,83.158,-0.00126186,7.247,-0.006,13.74
12/05/2023,"20,855.10",-0.0039528,"1,70,734",-0.00664,83.164,7.21E-05,7.269,0.022,13.4575
12/04/2023,"20,686.80",-0.0081027,"1,70,738",0.00002,83.166,2.40E-05,7.252,-0.017,12.9925
12/01/2023,"20,267.90",-0.0204575,"1,70,219",-0.00304,83.214,0.000576992,7.212,-0.04,12.3825
11/30/2023,"20,133.15",-0.0066706,"1,68,788",-0.00844,83.139,-0.000901697,7.232,0.02,12.69
11/29/2023,"20,096.60",-0.0018171,"1,69,530",0.00439,83.106,-0.000397004,7.225,-0.007,12.7075
11/28/2023,"19,889.70",-0.0103486,"1,68,397",-0.00671,83.144,0.000457143,7.283,0.058,12.175
11/24/2023,"19,794.70",-0.0047878,"1,67,550",-0.00504,83.02,-0.001492502,7.3,0.017,11.33
11/23/2023,"19,802.00",0.0003687,"1,69,612",0.01223,83.307,0.003451037,7.269,-0.031,11.315
11/22/2023,"19,811.85",0.0004973,"1,68,980",-0.00373,83.35,0.00051603,7.266,-0.003,11.865
11/21/2023,"19,783.40",-0.001437,"1,65,062",-0.02346,83.396,0.000551737,7.28,0.014,12.2325
11/20/2023,"19,694.00",-0.0045292,"1,65,160",0.00059,83.35,-0.000551737,7.305,0.025,12.1475
11/17/2023,"19,731.80",0.0019175,"1,67,133",0.01188,83.425,0.000899415,7.317,0.012,11.8275
11/16/2023,"19,765.20",0.0016913,"1,69,041",0.01135,83.343,-0.000983402,7.322,0.005,11.6475
11/15/2023,"19,675.45",-0.0045511,"1,68,755",-0.00169,83.332,-0.000131993,7.358,0.036,11.135
11/13/2023,"19,443.55",-0.0118563,"1,68,222",-0.00316,83.32,-0.000144013,7.351,-0.007,11.1875
11/12/2023,"19,525.55",0.0042085,"1,69,254",0.00612,83.426,0.001271395,7.369,0.018,11.1075
11/10/2023,"19,425.35",-0.005145,"1,72,423",0.01855,83.26,-0.00199177,7.351,-0.018,10.9825
11/09/2023,"19,395.30",-0.0015481,"1,69,740",-0.01568,83.357,0.001164347,7.366,0.015,11.0375
11/08/2023,"19,443.50",0.0024821,"1,70,354",0.00361,83.352,-6.00E-05,7.343,-0.023,11.1925
11/07/2023,"19,406.70",-0.0018945,"1,70,046",-0.00181,83.34,-0.000143978,7.382,0.039,11.105
11/06/2023,"19,411.75",0.0002602,"1,67,907",-0.01266,83.33,-0.000119998,7.365,-0.017,10.8825
11/03/2023,"19,230.60",-0.0093758,"1,66,844",-0.00635,83.34,0.000119998,7.369,0.004,11.075
11/02/2023,"19,133.25",-0.0050751,"1,65,926",-0.00552,83.305,-0.000420055,7.353,-0.016,12.0475
11/01/2023,"18,989.15",-0.0075599,"1,65,731",-0.00118,83.287,-0.000216097,7.328,-0.025,11.825
10/31/2023,"19,079.60",0.0047519,"1,66,432",0.00422,83.308,0.000252108,7.333,0.005,11.49
10/30/2023,"19,140.90",0.0032077,"1,64,761",-0.01009,83.317,0.000108027,7.32,-0.013,10.905
10/27/2023,"19,047.25",-0.0049047,"1,64,824",0.00038,83.244,-0.000876556,7.302,-0.018,11.73
10/26/2023,"18,857.25",-0.0100253,"1,64,719",-0.00064,83.152,-0.001105796,7.307,0.005,11.3125
10/25/2023,"19,122.15",0.0139499,"1,62,977",-0.01063,83.188,0.000432848,7.351,0.044,10.905
10/23/2023,"19,281.75",0.0083117,"1,62,861",-0.00071,82.973,-0.002587853,7.386,0.035,10.8175
10/20/2023,"19,542.65",0.0134402,"1,61,853",-0.00621,83.18,0.002491681,7.339,-0.047,10.8975
10/19/2023,"19,624.70",0.0041897,"1,61,352",-0.0031,83.309,0.001549652,7.214,-0.125,10.965
10/18/2023,"19,671.10",0.0023616,"1,63,147",0.01106,83.315,7.20E-05,7.238,0.024,10.695
10/17/2023,"19,811.50",0.007112,"1,62,246",-0.00554,83.213,-0.001225019,7.235,-0.003,11.07
10/16/2023,"19,731.75",-0.0040336,"1,63,862",0.00991,83.23,0.000204274,7.21,-0.025,10.6175
10/13/2023,"19,751.05",0.0009776,"1,64,554",0.00421,83.218,-0.000144189,7.238,0.028,10.6175
10/12/2023,"19,794.00",0.0021722,"1,65,639",0.00657,83.14,-0.000937737,7.173,-0.065,10.985
10/11/2023,"19,811.35",0.0008761,"1,65,252",-0.00234,83.234,0.001129984,7.146,-0.027,11.27
10/10/2023,"19,689.85",-0.0061517,"1,64,975",-0.00168,83.237,3.60E-05,7.15,0.004,11.4
10/09/2023,"19,512.35",-0.0090557,"1,65,121",0.00088,83.256,0.000228238,7.15,0,10.3
10/06/2023,"19,653.50",0.0072078,"1,66,136",0.00613,83.25,-7.21E-05,7.136,-0.014,10.94
10/05/2023,"19,545.75",-0.0054976,"1,67,029",0.00536,83.265,0.000180164,7.153,0.017,11.655
10/04/2023,"19,436.10",-0.0056257,"1,65,171",-0.01119,83.243,-0.000264252,7.149,-0.004,11.7875
10/03/2023,"19,528.75",0.0047556,"1,64,566",-0.00367,83.14,-0.001238107,7.158,0.009,11.4525
09/29/2023,"19,638.30",0.005594,"1,63,585",-0.00598,83.01,-0.001564851,7.101,-0.057,12.8225
09/28/2023,"19,523.55",-0.0058603,"1,63,857",0.00166,83.071,0.000734581,7.172,0.071,11.585
09/27/2023,"19,716.45",0.0098319,"1,64,686",0.00505,83.15,0.000950542,7.203,0.031,11.185
09/26/2023,"19,664.70",-0.0026282,"1,64,016",-0.00408,83.097,-0.000637606,7.209,0.006,10.9
09/25/2023,"19,674.55",0.0005008,"1,62,062",-0.01199,83.29,0.002319894,7.199,-0.01,10.66
09/22/2023,"19,674.25",-0.0000152,"1,60,034",-0.01259,83.24,-0.000600492,7.173,-0.026,10.8175
09/21/2023,"19,742.35",0.0034554,"1,59,674",-0.00225,83.19,-0.000600853,7.21,0.037,11.1275
09/20/2023,"19,901.40",0.008024,"1,60,881",0.00753,83.255,0.000781039,7.206,-0.004,10.835
09/18/2023,"20,133.30",0.0115851,"1,55,637",-0.03314,83.29,0.000420307,7.204,-0.002,10.9025
09/15/2023,"20,192.35",0.0029287,"1,55,845",0.00134,83.16,-0.001562031,7.175,-0.029,11.3175
09/14/2023,"20,103.10",-0.0044298,"1,54,682",-0.00749,83.162,2.40E-05,7.166,-0.009,11.8275
09/13/2023,"20,070.00",-0.0016479,"1,54,918",0.00152,83.254,0.001105663,7.185,0.019,11.69
09/12/2023,"19,993.20",-0.0038339,"1,52,297",-0.01706,83.118,-0.001634891,7.18,-0.005,11.3475
09/11/2023,"19,996.35",0.0001575,"1,51,418",-0.00579,83.2,0.000986063,7.178,-0.002,10.78
09/08/2023,"19,819.95",-0.0088608,"1,51,607",0.00125,83.25,0.000600781,7.206,0.028,10.8725
09/07/2023,"19,727.05",-0.0046982,"1,51,668",0.0004,83.214,-0.000432526,7.193,-0.013,10.6775
09/06/2023,"19,611.05",-0.0058976,"1,52,012",0.00227,83.174,-0.000480804,7.194,0.001,10.815
09/05/2023,"19,574.90",-0.001845,"1,53,465",0.00951,83.03,-0.001732811,7.218,0.024,10.9625
09/04/2023,"19,528.80",-0.0023578,"1,55,025",0.01011,83.15,0.001444217,7.22,0.002,11.365
09/01/2023,"19,435.30",-0.0047993,"1,55,937",0.00587,83.181,0.000372751,7.214,-0.006,12.0625
08/31/2023,"19,253.80",-0.0093826,"1,58,153",0.01411,83.23,0.000588903,7.25,0.036,11.8
08/30/2023,"19,347.45",0.0048522,"1,59,161",0.00635,83.13,-0.001202212,7.209,-0.041,12.225
08/29/2023,"19,342.65",-0.0002481,"1,59,716",0.00348,82.97,-0.001926551,7.198,-0.011,12.3975
08/28/2023,"19,306.05",-0.001894,"1,59,447",-0.00169,83.102,0.001589672,7.154,-0.044,12.0825
08/25/2023,"19,265.80",-0.002087,"1,60,012",0.00354,82.92,-0.002192481,7.178,0.024,11.7
08/24/2023,"19,386.70",0.0062558,"1,60,845",0.00519,83.31,0.004692302,7.168,-0.01,11.7275
08/23/2023,"19,444.00",0.0029513,"1,61,001",0.00097,83.27,-0.00048025,7.197,0.029,11.7475
08/22/2023,"19,396.45",-0.0024485,"1,59,836",-0.00726,83.069,-0.002416753,7.193,-0.004,11.96
08/21/2023,"19,393.60",-0.0001469,"1,58,581",-0.00788,83.01,-0.000710505,7.194,0.001,12.1425
08/18/2023,"19,310.15",-0.0043123,"1,58,045",-0.00339,82.934,-0.000915972,7.154,-0.04,12.24
08/17/2023,"19,365.25",0.0028494,"1,58,512",0.00295,82.85,-0.001013367,7.156,0.002,12.125
08/16/2023,"19,465.00",0.0051378,"1,59,304",0.00498,82.9,0.000603318,7.172,0.016,11.995
08/14/2023,"19,434.55",-0.0015656,"1,59,263",-0.00026,83.004,0.001253737,7.161,-0.011,11.5225
08/11/2023,"19,428.30",-0.0003216,"1,59,557",0.00184,83.15,0.001757406,7.12,-0.041,11.4
08/10/2023,"19,543.10",0.0058915,"1,59,421",-0.00085,83.197,0.000565084,7.096,-0.024,11.14
08/09/2023,"19,632.55",0.0045666,"1,59,897",0.00298,83.033,-0.00197317,7.1,0.004,11.325
08/08/2023,"19,570.85",-0.0031477,"1,60,317",0.00262,82.715,-0.003837155,7.071,-0.029,11.1025
08/07/2023,"19,597.30",0.0013506,"1,60,349",0.0002,82.689,-0.000314382,7.087,0.016,10.5725
08/04/2023,"19,517.00",-0.0041059,"1,60,412",0.00039,82.702,0.000157203,7.083,-0.004,11.185
08/03/2023,"19,381.65",-0.0069591,"1,60,418",0.00004,82.607,-0.001149363,7.072,-0.011,11.2775
08/02/2023,"19,526.55",0.0074483,"1,59,962",-0.00285,82.574,-0.000399562,7.058,-0.014,10.2825
08/01/2023,"19,733.55",0.0105452,"1,58,518",-0.00907,82.6,0.00031482,7.074,0.016,10.4125
07/31/2023,"19,753.80",0.0010256,"1,58,217",-0.0019,82.637,0.000447842,7.089,0.015,10.135
07/28/2023,"19,646.05",-0.0054696,"1,58,251",0.00021,82.58,-0.000690002,7.071,-0.018,10.5125
07/27/2023,"19,659.90",0.0007047,"1,57,884",-0.00232,82.508,-0.000872262,7.118,0.047,10.4575
07/26/2023,"19,778.30",0.0060043,"1,57,524",-0.00228,83.04,0.006427161,7.095,-0.023,10.2425
07/25/2023,"19,680.60",-0.004952,"1,57,366",-0.001,83.09,0.000601938,7.149,0.054,11.6525
07/24/2023,"19,672.35",-0.0004193,"1,57,034",-0.00211,83.14,0.000601576,7.159,0.01,11.485
07/21/2023,"19,745.00",0.0036862,"1,56,901",-0.00085,83.13,-0.000120286,7.147,-0.012,11.785
07/20/2023,"19,979.15",0.0117889,"1,57,374",0.00301,83.209,0.000949868,7.105,-0.042,11.6
07/19/2023,"19,833.15",-0.0073344,"1,58,228",0.00541,83.212,3.61E-05,7.119,0.014,11.71
07/18/2023,"19,749.25",-0.0042393,"1,58,584",0.00225,83.17,-0.000504862,7.117,-0.002,11.315
07/17/2023,"19,711.45",-0.0019158,"1,58,557",-0.00017,82.87,-0.003613591,7.11,-0.007,10.6825
07/14/2023,"19,564.50",-0.007483,"1,57,969",-0.00372,82.616,-0.003069748,7.056,-0.054,10.9375
07/13/2023,"19,413.75",-0.0077351,"1,58,553",0.00369,82.844,0.002755955,7.063,0.007,10.935
07/12/2023,"19,384.30",-0.0015181,"1,59,491",0.0059,82.853,0.000108632,7.066,0.003,11.0125
07/11/2023,"19,439.40",0.0028385,"1,60,158",0.00417,82.75,-0.001243939,7.074,0.008,11.4625
07/10/2023,"19,355.90",-0.0043047,"1,60,582",0.00264,82.668,-0.000991428,7.086,0.012,11.5325
07/07/2023,"19,331.80",-0.0012459,"1,59,941",-0.004,82.75,0.000991428,7.067,-0.019,11.84
07/06/2023,"19,497.30",0.0085246,"1,59,999",0.00036,82.73,-0.000241721,7.059,-0.008,11.8825
07/05/2023,"19,398.50",-0.0050803,"1,60,046",0.00029,82.34,-0.004725277,7.053,-0.006,11.7
07/04/2023,"19,389.00",-0.0004898,"1,61,568",0.00946,82.24,-0.001215215,7.034,-0.019,11.54
07/03/2023,"19,322.55",-0.0034331,"1,61,095",-0.00293,82.225,-0.00018241,7.036,0.002,10.8
06/30/2023,"19,189.05",-0.006933,"1,59,748",-0.0084,82.15,-0.000912548,7.011,-0.025,10.8875
06/28/2023,"18,972.10",-0.0113703,"1,61,583",0.01142,81.95,-0.002437539,7.002,-0.009,10.7775
06/27/2023,"18,817.40",-0.0081875,"1,60,798",-0.00487,81.85,-0.001221001,7.016,0.014,11.395
06/26/2023,"18,691.20",-0.0067291,"1,59,772",-0.0064,81.79,-0.000733317,7.039,0.023,11.235
06/23/2023,"18,665.50",-0.0013759,"1,60,769",0.00622,81.98,0.002320328,7.021,-0.018,11.5475
06/22/2023,"18,771.25",0.0056495,"1,61,648",0.00545,82.07,0.001097227,6.982,-0.039,11.2925
06/21/2023,"18,856.85",0.0045498,"1,62,143",0.00306,82.05,-0.000243724,6.977,-0.005,11.1325
06/20/2023,"18,816.70",-0.0021315,"1,62,321",0.0011,82.06,0.000121869,6.997,0.02,11.225
06/19/2023,"18,755.45",-0.0032604,"1,60,453",-0.01157,82.04,-0.000243754,6.984,-0.013,10.84
06/16/2023,"18,826.00",0.0037545,"1,60,400",-0.00033,82.049,0.000109697,6.979,-0.005,11.08
06/15/2023,"18,688.10",-0.0073519,"1,60,810",0.00255,82.04,-0.000109697,6.989,0.01,11.1625
06/14/2023,"18,755.90",0.0036214,"1,60,405",-0.00252,81.98,-0.000731618,7.011,0.022,11.11
06/13/2023,"18,716.15",-0.0021216,"1,59,155",-0.00782,82.39,0.004988755,7.024,0.013,11.245
06/12/2023,"18,601.50",-0.0061446,"1,58,847",-0.00194,82.52,0.001576618,7.003,-0.021,11.12
06/09/2023,"18,563.40",-0.0020503,"1,59,051",0.00128,82.61,0.00109005,7.007,0.004,11.2575
06/08/2023,"18,634.55",0.0038255,"1,58,117",-0.00589,82.758,0.001789948,6.99,-0.017,11.4425
06/07/2023,"18,726.40",0.0049169,"1,57,774",-0.00217,82.397,-0.004371658,7.016,0.026,11.38
06/06/2023,"18,599.00",-0.0068265,"1,57,753",-0.00013,81.946,-0.005488535,6.985,-0.031,11.1375
06/05/2023,"18,593.85",-0.0002769,"1,57,433",-0.00203,81.94,-7.32E-05,7.004,0.019,11.125
06/02/2023,"18,534.10",-0.0032186,"1,57,581",0.00094,82.091,0.001841116,6.983,-0.021,11.5975
06/01/2023,"18,487.75",-0.0025039,"1,56,621",-0.00611,82.1,0.000109628,6.972,-0.011,11.9725
05/31/2023,"18,534.40",0.0025201,"1,56,406",-0.00137,82.02,-0.000974896,6.963,-0.009,12.01
05/30/2023,"18,633.85",0.0053514,"1,56,834",0.00273,81.983,-0.000451211,7.001,0.038,12.2975
05/29/2023,"18,598.65",-0.0018908,"1,57,505",0.00427,81.97,-0.000158582,6.995,-0.006,11.9
05/26/2023,"18,499.35",-0.0053534,"1,57,434",-0.00045,81.98,0.000121988,7.023,0.028,12.52
05/25/2023,"18,321.15",-0.0096795,"1,56,688",-0.00475,81.95,-0.00036601,7.036,0.013,13.1125
05/24/2023,"18,285.40",-0.0019532,"1,58,321",0.01037,81.93,-0.000244081,7.046,0.01,12.605
05/23/2023,"18,348.00",0.0034176,"1,58,751",0.00271,82,0.000854023,7.047,0.001,12.57
05/22/2023,"18,314.40",-0.0018329,"1,59,734",0.00617,81.91,-0.001098164,7.014,-0.033,12.3025
05/19/2023,"18,203.40",-0.0060792,"1,60,297",0.00352,81.91,0,7.011,-0.003,12.795
05/18/2023,"18,129.95",-0.0040431,"1,60,310",0.00008,81.9,-0.000122093,7.106,0.095,13.105
05/17/2023,"18,181.75",0.0028531,"1,59,156",-0.00722,81.95,0.000610314,7.116,0.01,13.2925
05/16/2023,"18,286.50",0.0057447,"1,59,786",0.00395,82.229,0.003398733,7.097,-0.019,13.1725
05/15/2023,"18,398.85",0.0061251,"1,61,263",0.0092,82.39,0.001956032,7.116,0.019,12.8525
05/12/2023,"18,314.80",-0.0045787,"1,61,631",0.00228,82.44,0.000606686,7.11,-0.006,13.215
05/11/2023,"18,297.00",-0.0009724,"1,62,317",0.00424,82.488,0.000582072,7.111,0.001,13.0825
05/10/2023,"18,315.10",0.0009887,"1,60,008",-0.01433,82.5,0.000145465,7.185,0.074,12.6775
05/09/2023,"18,265.95",-0.0026872,"1,61,966",0.01216,82.51,0.000121205,7.22,0.035,12.635
05/08/2023,"18,264.40",-0.0000849,"1,61,858",-0.00067,82.52,0.00012119,7.227,0.007,12.295
05/05/2023,"18,069.00",-0.010756,"1,60,478",-0.00856,82.398,-0.001479523,7.221,-0.006,11.7325
05/04/2023,"18,255.80",0.0102851,"1,62,665",0.01354,82.266,-0.001603265,7.247,0.026,11.84
05/03/2023,"18,089.85",-0.0091318,"1,62,177",-0.003,82.68,0.005019835,7.229,-0.018,11.8975
05/02/2023,"18,147.65",0.0031901,"1,61,943",-0.00144,82.665,-0.000181439,7.213,-0.016,10.9475
04/28/2023,"18,065.00",-0.0045647,"1,60,451",-0.00926,82.586,-0.000956121,7.224,0.011,11.425
04/27/2023,"17,915.05",-0.0083352,"1,60,703",0.00157,82.57,-0.000193756,7.227,0.003,11.6525
04/26/2023,"17,813.60",-0.0056789,"1,60,585",-0.00073,82.733,0.001972137,7.219,-0.008,11.52
04/25/2023,"17,769.25",-0.0024928,"1,61,761",0.0073,82.67,-0.000761776,7.273,0.054,11.6675
04/24/2023,"17,743.40",-0.0014558,"1,63,555",0.01103,82.83,0.001933535,7.315,0.042,11.63
04/21/2023,"17,624.05",-0.0067492,"1,63,322",-0.00143,82.84,0.000120722,7.315,0,11.94
04/20/2023,"17,624.45",0.0000227,"1,63,882",0.00342,82.878,0.00045861,7.296,-0.019,12.1525
04/19/2023,"17,618.75",-0.0003235,"1,61,872",-0.01234,82.72,-0.001908236,7.321,0.025,12.075
04/18/2023,"17,660.15",0.002347,"1,63,267",0.00858,82.4,-0.003875974,7.312,-0.009,12.265
04/17/2023,"17,706.85",0.0026409,"1,63,603",0.00206,82.264,-0.001651849,7.318,0.006,11.9075
04/13/2023,"17,828.00",0.0068187,"1,65,803",0.01336,82.237,-0.000328265,7.345,0.027,12.2725
04/12/2023,"17,812.40",-0.0008754,"1,65,214",-0.00356,82.173,-0.000778541,7.354,0.009,11.975
04/11/2023,"17,722.30",-0.0050711,"1,65,407",0.00117,82.09,-0.001010575,7.334,-0.02,12.2725
04/10/2023,"17,624.05",-0.0055593,"1,66,256",0.00512,81.9,-0.002317216,7.354,0.02,11.7975
04/06/2023,"17,599.15",-0.0014138,"1,67,017",0.00457,82.1,0.002439026,7.352,-0.002,12.4125
04/05/2023,"17,557.05",-0.002395,"1,65,395",-0.00976,81.77,-0.004027588,7.363,0.011,12.585
04/03/2023,"17,398.05",-0.0090974,"1,64,866",-0.0032,81.7,-0.000856426,7.378,0.015,12.935
03/31/2023,"17,359.75",-0.0022038,"1,67,529",0.01602,81.71,0.000122392,7.365,-0.013,13.6275
03/29/2023,"17,080.70",-0.0162051,"1,66,523",-0.00602,81.755,0.000550577,7.429,0.064,15.1
03/28/2023,"16,951.70",-0.007581,"1,64,797",-0.01042,81.75,-6.12E-05,7.441,0.012,15.445
03/27/2023,"16,985.70",0.0020037,"1,62,158",-0.01614,81.77,0.000244618,7.459,0.018,15.24
03/24/2023,"16,945.05",-0.0023961,"1,62,574",0.00256,81.72,-0.000611658,7.418,-0.041,14.49
03/23/2023,"17,076.90",0.0077509,"1,62,375",-0.00122,81.695,-0.000305969,7.416,-0.002,14.8075
03/22/2023,"17,151.90",0.0043823,"1,62,693",0.00196,81.74,0.000550678,7.43,0.014,15.0825
03/21/2023,"17,107.50",-0.002592,"1,63,556",0.00529,81.965,0.002748849,7.434,0.004,16.0075
03/20/2023,"16,988.40",-0.0069862,"1,63,050",-0.0031,81.95,-0.000183022,7.457,0.023,14.7675
03/17/2023,"17,100.05",0.0065506,"1,62,657",-0.00241,82.03,0.000975729,7.448,-0.009,16.2175
03/16/2023,"16,985.60",-0.0067155,"1,64,436",0.01088,82.12,0.001096558,7.419,-0.029,16.295
03/15/2023,"16,972.15",-0.0007922,"1,64,038",-0.00242,82.265,0.001764152,7.391,-0.028,16.2175
03/14/2023,"17,043.30",0.0041834,"1,64,600",0.00342,82.08,-0.002251362,7.429,0.038,16.215
03/13/2023,"17,154.30",0.0064917,"1,63,373",-0.00748,81.98,-0.001219066,7.391,-0.038,13.4125
03/10/2023,"17,412.90",0.0149624,"1,63,942",0.00348,81.82,-0.001953603,7.37,-0.021,12.725
03/09/2023,"17,589.60",0.0100965,"1,66,573",0.01592,81.65,-0.002079893,7.388,0.018,12.45
03/08/2023,"17,754.40",0.0093256,"1,65,070",-0.00906,81.93,0.003423405,7.342,-0.046,12.2675
03/06/2023,"17,711.45",-0.002422,"1,64,519",-0.00334,82.04,0.001341709,7.347,0.005,12.18
03/03/2023,"17,594.35",-0.0066335,"1,63,348",-0.00714,81.965,-0.000914606,7.371,0.024,12.97
03/02/2023,"17,321.90",-0.0156062,"1,64,376",0.00627,81.86,-0.001281856,7.366,-0.005,12.995
03/01/2023,"17,450.90",0.0074196,"1,64,281",-0.00058,81.82,-0.000488759,7.363,-0.003,14.02
02/28/2023,"17,303.95",-0.0084564,"1,65,637",0.00822,81.92,0.001221449,7.344,-0.019,13.875
02/27/2023,"17,392.70",0.0051158,"1,65,829",0.00116,82.09,0.002073045,7.344,0,14.185
02/24/2023,"17,465.80",0.0041941,"1,63,097",-0.01661,82.19,0.001217434,7.309,-0.035,15.075
02/23/2023,"17,511.25",0.0025988,"1,61,748",-0.00831,82.16,-0.000365075,7.32,0.011,15.5875
02/22/2023,"17,554.30",0.0024554,"1,62,539",0.00488,82.08,-0.000974184,7.277,-0.043,14.0075
02/21/2023,"17,826.70",0.0153984,"1,61,377",-0.00717,82.178,0.001193245,7.277,0,13.3825
02/20/2023,"17,844.60",0.0010036,"1,62,133",0.00467,82.172,-7.30E-05,7.296,0.019,13.085
02/17/2023,"17,944.20",0.005566,"1,60,899",-0.00764,82.18,9.74E-05,7.277,-0.019,12.89
02/16/2023,"18,035.85",0.0050945,"1,62,839",0.01199,82.334,0.001872182,7.343,0.066,12.86
02/15/2023,"18,015.85",-0.0011095,"1,63,823",0.00602,82.236,-0.001190983,7.401,0.058,13.4525
02/14/2023,"17,929.85",-0.004785,"1,62,429",-0.00855,82.505,0.003265735,7.387,-0.014,13.68
02/13/2023,"17,770.90",-0.0089046,"1,60,393",-0.01261,82.677,0.002082552,7.347,-0.04,12.745
02/10/2023,"17,856.50",0.0048053,"1,63,171",0.01717,82.51,-0.002021952,7.346,-0.001,13.04
02/09/2023,"17,893.45",0.0020671,"1,64,039",0.00531,82.52,0.00012119,7.352,0.006,13.595
02/08/2023,"17,871.70",-0.0012163,"1,58,613",-0.03364,82.62,0.001211094,7.347,-0.005,14.125
02/07/2023,"17,721.50",-0.0084399,"1,58,867",0.0016,82.88,0.003141997,7.313,-0.034,14.6875
02/06/2023,"17,764.60",0.0024291,"1,56,588",-0.01445,82.245,-0.007691181,7.325,0.012,14.3975
02/03/2023,"17,854.05",0.0050227,"1,57,371",0.00499,82.235,-0.000121595,7.333,0.008,15.7325
02/02/2023,"17,610.40",-0.0137407,"1,53,103",-0.0275,81.96,-0.003349679,7.327,-0.006,16.78
02/01/2023,"17,616.30",0.000335,"1,50,175",-0.01931,82.02,0.000731797,7.299,-0.028,16.875
01/31/2023,"17,662.15",0.0025993,"1,48,638",-0.01029,81.95,-0.000853815,7.286,-0.013,17.71
01/30/2023,"17,648.95",-0.0007476,"1,48,663",0.00017,82,0.000609942,7.291,0.005,17.32
01/27/2023,"17,604.35",-0.0025303,"1,51,106",0.0163,81.81,-0.002319762,7.313,0.022,14.655
01/25/2023,"17,891.95",0.0162049,"1,51,516",0.00271,81.68,-0.001590312,7.342,0.029,13.6575
01/24/2023,"18,118.30",0.0125716,"1,51,116",-0.00264,82.35,0.008169283,7.373,0.031,13.6175
01/23/2023,"18,118.55",0.0000138,"1,51,282",0.0011,82.43,0.000970992,7.327,-0.046,13.7875
01/20/2023,"18,027.65",-0.0050296,"1,50,965",-0.0021,82.64,0.002544376,7.321,-0.006,13.96
01/19/2023,"18,107.85",0.0044389,"1,50,037",-0.00617,82.642,2.42E-05,7.321,0,14.3725
01/18/2023,"18,165.35",0.0031704,"1,50,125",0.00059,82.897,0.003080847,7.34,0.019,14.59
01/17/2023,"18,053.30",-0.0061874,"1,50,375",0.00166,82.59,-0.003710265,7.327,-0.013,15.0225
01/16/2023,"17,894.85",-0.0088155,"1,51,330",0.00633,82.83,0.002901707,7.311,-0.016,14.46
01/13/2023,"17,956.60",0.0034448,"1,52,003",0.00444,82.844,0.000169007,7.314,0.003,15.275
01/12/2023,"17,858.20",-0.0054949,"1,52,249",0.00162,82.693,-0.001824366,7.308,-0.006,15.435
01/11/2023,"17,895.70",0.0020977,"1,52,355",0.0007,82.75,0.000689059,7.319,0.011,15.51
01/10/2023,"17,914.15",0.0010304,"1,51,759",-0.00392,82.71,-0.000483501,7.318,-0.001,14.6525
